sprite{ id = "animales/caballo_marron", description = "caballo_marron" }
sprite{ id = "animales/caballo_montura", description = "caballo_montura" }
sprite{ id = "animales/camello", description = "camello" }
sprite{ id = "animales/camello_montura", description = "camello_montura" }
sprite{ id = "animales/cangrejo_1", description = "cangrejo_1" }
sprite{ id = "animales/cangrejo_arena", description = "cangrejo_arena" }
sprite{ id = "animales/ciervo", description = "ciervo" }
sprite{ id = "animales/cisne", description = "cisne" }
sprite{ id = "animales/dragon_agua", description = "dragon_agua" }
sprite{ id = "animales/gallina_1", description = "gallina_1" }
sprite{ id = "animales/gallo_1", description = "gallo_1" }
sprite{ id = "animales/gaviota_1", description = "gaviota_1" }
sprite{ id = "animales/gaviota_sobresalto_quieta", description = "gaviota_sobresalto_quieta" }
sprite{ id = "animales/lechuza_quieta", description = "lechuza_quieta" }
sprite{ id = "animales/medusa_agua", description = "medusa_agua" }
sprite{ id = "animales/oso_blanco", description = "oso_blanco" }
sprite{ id = "animales/oso_marron", description = "oso_marron" }
sprite{ id = "animales/perrito_marfil", description = "perrito_marfil" }
sprite{ id = "animales/raton", description = "raton" }
sprite{ id = "animales/vaca_1", description = "vaca_1" }
sprite{ id = "animales/vaca_2", description = "vaca_2" }
sprite{ id = "bioshock_personajes/LittleSister_curada", description = "LittleSister_curada" }
sprite{ id = "bioshock_personajes/LittleSister_enferma", description = "LittleSister_enferma" }
sprite{ id = "bioshock_personajes/big_daddy_1", description = "big_daddy_1" }
sprite{ id = "bioshock_personajes/splicer_hombre", description = "splicer_hombre" }
sprite{ id = "bioshock_personajes/splicer_mujer", description = "splicer_mujer" }
sprite{ id = "dormir/dormir_1", description = "dormir_1" }
sprite{ id = "dormir/dormir_2", description = "dormir_2" }
sprite{ id = "enemies/agahnim", description = "Enemy: Agahnim (first fight)" }
sprite{ id = "enemies/agahnim_2", description = "Enemy: Agahnim (second fight)" }
sprite{ id = "enemies/agahnim_2_fake", description = "Enemy: Fake Agahnim (second fight)" }
sprite{ id = "enemies/arbror_root", description = "Enemy: Arbror root" }
sprite{ id = "enemies/bee_guard", description = "Enemy: Bee Guard" }
sprite{ id = "enemies/bee_guard_sword", description = "Enemy: Bee Guard sword" }
sprite{ id = "enemies/billy", description = "Enemy: Billy" }
sprite{ id = "enemies/black_knight_soldier_sword", description = "Enemy: Black knight soldier sword" }
sprite{ id = "enemies/blue_bullblin", description = "Enemy: Bullblin (blue)" }
sprite{ id = "enemies/blue_bullblin_sword", description = "Enemy: Bullblin (blue) sword" }
sprite{ id = "enemies/blue_dogman", description = "Enemy: Dogman (blue)" }
sprite{ id = "enemies/blue_duck_soldier", description = "Enemy: Duck Soldier (blue)" }
sprite{ id = "enemies/blue_duck_soldier_sword", description = "Enemy: Duck Soldier (blue) sword" }
sprite{ id = "enemies/blue_fireball_triple", description = "Enemy: Blue fireball (triple)" }
sprite{ id = "enemies/blue_flame", description = "Enemy: Flame (blue)" }
sprite{ id = "enemies/blue_hardhat_beetle", description = "Enemy: Hardhat Beetle (blue)" }
sprite{ id = "enemies/blue_knight_soldier", description = "Enemy: Knight Soldier (blue)" }
sprite{ id = "enemies/blue_knight_soldier_sword", description = "Enemy: Knight Soldier (blue) sword" }
sprite{ id = "enemies/blue_pig_soldier", description = "Enemy: Pig Soldier (blue)" }
sprite{ id = "enemies/blue_pig_soldier_sword", description = "Enemy: Pig Soldier (blue) sword" }
sprite{ id = "enemies/bubble", description = "Enemy: Bubble" }
sprite{ id = "enemies/chain_and_ball", description = "Enemy: Chain and ball" }
sprite{ id = "enemies/drakomos", description = "Enemy: Drakomos" }
sprite{ id = "enemies/drakomos_head", description = "Enemy: Drakomos head" }
sprite{ id = "enemies/drakomos_lava_spawner", description = "Enemy: Drakomos lava spawner" }
sprite{ id = "enemies/enemy_killed", description = "Enemy killed" }
sprite{ id = "enemies/evil_tile", description = "Enemy: Evil Tile" }
sprite{ id = "enemies/fire_bat", description = "Enemy: Fire bat" }
sprite{ id = "enemies/fire_circle", description = "Enemy: Fire circle" }
sprite{ id = "enemies/fireball_simple", description = "Enemy: Fireball (simple)" }
sprite{ id = "enemies/firebird", description = "Enemy: Fire Bird" }
sprite{ id = "enemies/flora_gohma", description = "Enemy: Flora Gohma" }
sprite{ id = "enemies/flora_gohma_eye", description = "Enemy: Flora Gohma eye" }
sprite{ id = "enemies/ganon", description = "Enemy: Ganon" }
sprite{ id = "enemies/gelidrak", description = "Enemy: Gelidrak" }
sprite{ id = "enemies/gelidrak_head", description = "Enemy: Gelidrak head" }
sprite{ id = "enemies/gelidrak_tail", description = "Enemy: Gelidrak tail" }
sprite{ id = "enemies/gibdo", description = "Enemy: Gibdo" }
sprite{ id = "enemies/globul", description = "Enemy: Globul" }
sprite{ id = "enemies/green_duck_soldier", description = "Enemy: Duck Soldier (green)" }
sprite{ id = "enemies/green_duck_soldier_sword", description = "Enemy: Duck Soldier (green) sword" }
sprite{ id = "enemies/green_knight_soldier", description = "Enemy: Knight Soldier (green)" }
sprite{ id = "enemies/green_knight_soldier_sword", description = "Enemy: Knight Soldier (green) sword" }
sprite{ id = "enemies/khorneth", description = "Enemy: Khorneth" }
sprite{ id = "enemies/khorneth_left_blade", description = "Enemy: Khorneth left blade" }
sprite{ id = "enemies/khorneth_right_blade", description = "Enemy: Khorneth right blade" }
sprite{ id = "enemies/khotor", description = "Enemy: Khotor" }
sprite{ id = "enemies/laser", description = "Enemy: Laser" }
sprite{ id = "enemies/lizalfos", description = "Enemy: Lizalfos" }
sprite{ id = "enemies/lizalfos_sword", description = "Enemy: Lizalfos sword" }
sprite{ id = "enemies/mandible", description = "Enemy: Mandible" }
sprite{ id = "enemies/master_arbror", description = "Enemy: Master Arbror" }
sprite{ id = "enemies/mini_mowatulla", description = "Enemy: Mini Mowatulla" }
sprite{ id = "enemies/minillosaur_egg_fixed", description = "Enemy: Minillosaur Egg (thrown)" }
sprite{ id = "enemies/minillosaur_egg_thrown", description = "Enemy: Minillosaur Egg (fixed)" }
sprite{ id = "enemies/mowatulla", description = "Enemy: Mowatulla" }
sprite{ id = "enemies/papillosaur_king", description = "Enemy: Papillosaur King" }
sprite{ id = "enemies/pike_auto", description = "Enemy: Pike (always moving)" }
sprite{ id = "enemies/pike_detect", description = "Enemy: Pike (moves near hero)" }
sprite{ id = "enemies/pike_fixed", description = "Enemy: Pike (never moving)" }
sprite{ id = "enemies/poutroxor", description = "Enemy: Poutroxor" }
sprite{ id = "enemies/poutroxor_head", description = "Enemy: Poutroxor head" }
sprite{ id = "enemies/poutroxor_skeleton", description = "Enemy: Poutroxor skeleton" }
sprite{ id = "enemies/red_bullblin", description = "Enemy: Bullblin (red)" }
sprite{ id = "enemies/red_bullblin_sword", description = "Enemy: Bullblin (red) sword" }
sprite{ id = "enemies/red_dogman", description = "Enemy: Dogman (red)" }
sprite{ id = "enemies/red_duck_soldier", description = "Enemy: Duck Soldier (red)" }
sprite{ id = "enemies/red_duck_soldier_sword", description = "Enemy: Duck Soldier (red) sword" }
sprite{ id = "enemies/red_fireball_triple", description = "Enemy: Red fireball (triple)" }
sprite{ id = "enemies/red_flame", description = "Enemy: Red flame" }
sprite{ id = "enemies/red_hardhat_beetle", description = "Enemy: Hardhat Beetle (red)" }
sprite{ id = "enemies/red_helmasaur", description = "Enemy: Helmasaur (red)" }
sprite{ id = "enemies/red_knight_soldier", description = "Enemy: Knight Soldier (red)" }
sprite{ id = "enemies/red_knight_soldier_sword", description = "Enemy: Knight Soldier (red) sword" }
sprite{ id = "enemies/red_pig_soldier", description = "Enemy: Pig Soldier (red)" }
sprite{ id = "enemies/red_pig_soldier_sword", description = "Enemy: Pig Soldier (red) sword" }
sprite{ id = "enemies/ropa", description = "Enemy: Ropa" }
sprite{ id = "enemies/simple_green_soldier", description = "Enemy: Simple Soldier (green)" }
sprite{ id = "enemies/skeletor", description = "Enemy: Skeletor" }
sprite{ id = "enemies/snap_dragon", description = "Enemy: Snap Dragon" }
sprite{ id = "enemies/tentacle", description = "Enemy: Tentacle" }
sprite{ id = "entities/agua_prueba", description = "agua_prueba" }
sprite{ id = "entities/arrow", description = "Arrow" }
sprite{ id = "entities/bed", description = "Hero's bed" }
sprite{ id = "entities/big_chest", description = "Chest (big)" }
sprite{ id = "entities/block", description = "Block" }
sprite{ id = "entities/bomb", description = "Bomb" }
sprite{ id = "entities/bomb_flower", description = "Bomb flower" }
sprite{ id = "entities/bone_key_door", description = "Bone key door" }
sprite{ id = "entities/boomerang1", description = "Boomerang 1" }
sprite{ id = "entities/boomerang2", description = "Boomerang 2" }
sprite{ id = "entities/bush", description = "Bush" }
sprite{ id = "entities/cannon", description = "Cannon" }
sprite{ id = "entities/castle_lock", description = "Castle prison lock" }
sprite{ id = "entities/chest", description = "Chest (normal)" }
sprite{ id = "entities/conveyor_belt", description = "Conveyor belt" }
sprite{ id = "entities/crystal", description = "Crystal" }
sprite{ id = "entities/crystal_block", description = "Crystal block" }
sprite{ id = "entities/destination", description = "Destination of teletransporter" }
sprite{ id = "entities/door_big_key", description = "Door (big key)" }
sprite{ id = "entities/door_boss_key", description = "Door (boss key)" }
sprite{ id = "entities/door_normal", description = "Door (normal)" }
sprite{ id = "entities/door_small_key", description = "Door (small key)" }
sprite{ id = "entities/door_small_key_block", description = "Door (small key block)" }
sprite{ id = "entities/door_very_weak_wall", description = "Door (very weak wall)" }
sprite{ id = "entities/door_weak_block", description = "Door (weak block)" }
sprite{ id = "entities/door_weak_wall", description = "Door (weak wall)" }
sprite{ id = "entities/escaleras/escalera_1", description = "escalera_1" }
sprite{ id = "entities/escaleras/escalera_2", description = "escalera_2" }
sprite{ id = "entities/escaleras/escalera_3", description = "escalera_3" }
sprite{ id = "entities/escaleras/escalera_4", description = "escalera_4" }
sprite{ id = "entities/escaleras/escalerita_1", description = "escalerita_1" }
sprite{ id = "entities/explosion", description = "Explosion" }
sprite{ id = "entities/fire", description = "Fire" }
sprite{ id = "entities/fondos/cielo_azul_1", description = "cielo_azul_1" }
sprite{ id = "entities/fresco", description = "Intro fresco" }
sprite{ id = "entities/frozen_door", description = "Frozen door" }
sprite{ id = "entities/grass", description = "Grass" }
sprite{ id = "entities/gray_block", description = "Block (gray)" }
sprite{ id = "entities/hint_stone", description = "Hint stone" }
sprite{ id = "entities/hookshot", description = "Hookshot" }
sprite{ id = "entities/items", description = "Items" }
sprite{ id = "entities/letrero_taberna_1", description = "letrero_taberna_1" }
sprite{ id = "entities/librerias_libros/libreria_1", description = "libreria_1" }
sprite{ id = "entities/librerias_libros/libreria_2", description = "libreria_2" }
sprite{ id = "entities/librerias_libros/libreria_3", description = "libreria_3" }
sprite{ id = "entities/librerias_libros/libro_1", description = "libro_1" }
sprite{ id = "entities/librerias_libros/libro_2", description = "libro_2" }
sprite{ id = "entities/librerias_libros/pergaminos_1", description = "pergaminos_1" }
sprite{ id = "entities/librerias_libros/pluma_tinta", description = "pluma_tinta" }
sprite{ id = "entities/outside_door", description = "Outside closed door" }
sprite{ id = "entities/pot", description = "Pot" }
sprite{ id = "entities/prueba_puerta", description = "prueba_puerta" }
sprite{ id = "entities/puerta_madera_grande", description = "puerta_madera_grande" }
sprite{ id = "entities/rupee_icon", description = "Money icon" }
sprite{ id = "entities/shadow", description = "Shadow" }
sprite{ id = "entities/sign", description = "Sign" }
sprite{ id = "entities/slot_machine", description = "Casino slot machine" }
sprite{ id = "entities/snores", description = "Snoring (zzz)" }
sprite{ id = "entities/solid_switch", description = "Solid switch" }
sprite{ id = "entities/somaria_block", description = "Somaria block" }
sprite{ id = "entities/star", description = "Star" }
sprite{ id = "entities/statue", description = "Statue" }
sprite{ id = "entities/stone_small_black", description = "Small black stone" }
sprite{ id = "entities/stone_small_white", description = "Small white stone" }
sprite{ id = "entities/submarino_puerta_1", description = "submarino_puerta_1" }
sprite{ id = "entities/submarino_puerta_1_abierta", description = "submarino_puerta_1_abierta" }
sprite{ id = "entities/switch", description = "Switch" }
sprite{ id = "entities/teletransporter", description = "Teletransporter (yellow)" }
sprite{ id = "entities/the_end", description = "The end" }
sprite{ id = "entities/torch", description = "Torch" }
sprite{ id = "entities/vine", description = "Vine" }
sprite{ id = "hero/ground1", description = "Grass under hero" }
sprite{ id = "hero/ground2", description = "Shallow water under hero" }
sprite{ id = "hero/shield1", description = "shield1" }
sprite{ id = "hero/shield_1_above", description = "shield_1_above" }
sprite{ id = "hero/shield_1_below", description = "shield_1_below" }
sprite{ id = "hero/shield_collision_mask", description = "shield_collision_mask" }
sprite{ id = "hero/sword1", description = "sword1" }
sprite{ id = "hero/sword_brandish", description = "sword1" }
sprite{ id = "hero/sword_stars1", description = "Hero sword stars 1" }
sprite{ id = "hero/trail", description = "Hero trail" }
sprite{ id = "hero/tunic1", description = "Hero tunic 1" }
sprite{ id = "hombres_lobo/hombre_lobo_1", description = "hombre_lobo_1" }
sprite{ id = "hud/action_icon_flip", description = "HUD: Action icon" }
sprite{ id = "hud/dialog_box_message_end", description = "Dialog end" }
sprite{ id = "hud/empty_heart", description = "HUD: Empty heart" }
sprite{ id = "hud/gameover_fade", description = "HUD: Game-over fade" }
sprite{ id = "hud/magic_bar", description = "HUD: Magic bar" }
sprite{ id = "hud/pause_icon_flip", description = "HUD: Pause icon" }
sprite{ id = "hud/sword_icon_flip", description = "HUD: Sword icon" }
sprite{ id = "magic_ball", description = "magic_ball" }
sprite{ id = "magic_deck", description = "magic_deck" }
sprite{ id = "menus/arrow", description = "Menu: Arrow" }
sprite{ id = "menus/hero_head", description = "Menu: Hero head" }
sprite{ id = "menus/hero_point", description = "Menu: Hero point" }
sprite{ id = "menus/options_cursor", description = "Menu: Options cursor" }
sprite{ id = "menus/pause_cursor", description = "Menu: Pause cursor" }
sprite{ id = "menus/pause_save_dialog", description = "Menu: Pause save dialog" }
sprite{ id = "menus/selection_menu_cursor", description = "Menu: Savegame cursor" }
sprite{ id = "menus/solarus_logo", description = "Menu: Solarus logo" }
sprite{ id = "menus/team_logo", description = "Solarus Team logo" }
sprite{ id = "npc/agahnim", description = "Agahnim" }
sprite{ id = "npc/billy", description = "Billy" }
sprite{ id = "npc/black_knight_soldier", description = "Black Knight Soldier" }
sprite{ id = "npc/castle_guard", description = "Castle guard" }
sprite{ id = "npc/ganon", description = "Ganon" }
sprite{ id = "npc/great_fairy", description = "Great Fairy" }
sprite{ id = "npc/inferno", description = "Inferno" }
sprite{ id = "npc/monkey", description = "Monkey" }
sprite{ id = "npc/newlink1", description = "Newlink NPC 1" }
sprite{ id = "npc/newlink2", description = "Newlink NPC 2" }
sprite{ id = "npc/newlink3", description = "Newlink NPC 3" }
sprite{ id = "npc/newlink4", description = "Newlink NPC 4" }
sprite{ id = "npc/newlink5", description = "Newlink NPC 5" }
sprite{ id = "npc/newlink6", description = "Newlink NPC 6" }
sprite{ id = "npc/newlink7", description = "Newlink NPC 7" }
sprite{ id = "npc/newlink8", description = "Newlink NPC 8" }
sprite{ id = "npc/sahasrahla", description = "Sahasrahla" }
sprite{ id = "npc/solarus_child1", description = "Solarus Child 1" }
sprite{ id = "npc/solarus_child2", description = "Solarus Child 2" }
sprite{ id = "npc/solarus_child3", description = "Solarus Child 3" }
sprite{ id = "npc/solarus_child4", description = "Solarus Child 4" }
sprite{ id = "npc/static_villager1", description = "ALTTP static villager 1" }
sprite{ id = "npc/static_villager10", description = "ALTTP static villager 10" }
sprite{ id = "npc/static_villager11", description = "ALTTP static villager 11" }
sprite{ id = "npc/static_villager12", description = "ALTTP static villager 12" }
sprite{ id = "npc/static_villager13", description = "ALTTP static villager 13" }
sprite{ id = "npc/static_villager14", description = "ALTTP static villager 14" }
sprite{ id = "npc/static_villager2", description = "ALTTP static villager 2" }
sprite{ id = "npc/static_villager3", description = "ALTTP static villager 3" }
sprite{ id = "npc/static_villager4", description = "ALTTP static villager 4" }
sprite{ id = "npc/static_villager5", description = "ALTTP static villager 5" }
sprite{ id = "npc/static_villager6", description = "ALTTP static villager 6" }
sprite{ id = "npc/static_villager7", description = "ALTTP static villager 7" }
sprite{ id = "npc/static_villager8", description = "ALTTP static villager 8" }
sprite{ id = "npc/static_villager9", description = "ALTTP static villager 9" }
sprite{ id = "npc/thief", description = "Thief" }
sprite{ id = "npc/tom", description = "Tom" }
sprite{ id = "npc/villager1", description = "ALTTP villager 1" }
sprite{ id = "npc/villager2", description = "ALTTP villager 2" }
sprite{ id = "npc/villager3", description = "ALTTP villager 3" }
sprite{ id = "npc/witch", description = "Witch" }
sprite{ id = "npc/wizard", description = "Wizard" }
sprite{ id = "npc/zelda", description = "Zelda" }
sprite{ id = "npc_propios/bardo_jaskier", description = "bardo_jaskier" }
sprite{ id = "npc_propios/bardo_jaskier_tocando", description = "bardo_jaskier_tocando" }
sprite{ id = "npc_propios/monjes/campana", description = "campana" }
sprite{ id = "npc_propios/monjes/monje_1", description = "monje_1" }
sprite{ id = "npc_propios/monjes/monje_1_cantando", description = "monje_1_cantando" }
sprite{ id = "npc_propios/monjes/monje_1_cantando_notas", description = "monje_1_cantando_notas" }
sprite{ id = "npc_propios/monjes/monje_1_organo", description = "monje_1_organo" }
sprite{ id = "npc_propios/monjes/monje_2", description = "monje_2" }
sprite{ id = "npc_propios/monjes/monje_2_cantando", description = "monje_2_cantando" }
sprite{ id = "npc_propios/monjes/monje_3", description = "monje_3" }
sprite{ id = "nubes/nubarron_1", description = "nubarron_1" }
sprite{ id = "nubes/nubarron_2_tormenta", description = "nubarron_2_tormenta" }
sprite{ id = "nubes/nube_blanca_1", description = "nube_blanca" }
sprite{ id = "nubes/nube_blanca_2", description = "nube_blanca_2" }
sprite{ id = "orcos/orco_capucha", description = "orco_capucha" }
sprite{ id = "orcos/orco_comandante", description = "orco_comandante" }
sprite{ id = "orcos/orco_jefe", description = "orco_jefe" }
sprite{ id = "orcos/orco_pirata_MujerOrco", description = "orco_pirata_MujerOrco" }
sprite{ id = "orcos/orco_soldado", description = "orco_soldado" }
sprite{ id = "personajes_variados/astrologer", description = "astrologer" }
sprite{ id = "personajes_variados/bardo_1", description = "bardo_1" }
sprite{ id = "personajes_variados/blacksmith", description = "blacksmith" }
sprite{ id = "personajes_variados/cocinero", description = "cocinero" }
sprite{ id = "personajes_variados/espartano", description = "espartano" }
sprite{ id = "personajes_variados/fragua_1", description = "fragua_1" }
sprite{ id = "personajes_variados/guardia_armadura", description = "guardia_armadura" }
sprite{ id = "personajes_variados/medusa_mujer", description = "medusa_mujer" }
sprite{ id = "personajes_variados/mujer_polaca", description = "mujer_polaca" }
sprite{ id = "personajes_variados/old_man", description = "old_man" }
sprite{ id = "personajes_variados/old_woman", description = "old_woman" }
sprite{ id = "personajes_variados/piratas/pirata_1", description = "pirata_1" }
sprite{ id = "personajes_variados/rey", description = "rey" }
sprite{ id = "personajes_variados/sirvienta_estatica", description = "sirvienta_estatica" }
sprite{ id = "personajes_variados/soldado_capa", description = "soldado_capa" }
sprite{ id = "personajes_variados/vagoneta_mina", description = "vagoneta_mina" }
sprite{ id = "personajes_variados/witch", description = "witch" }
sprite{ id = "pitufos/pitufo_dormilon", description = "pitufo_dormilon" }
sprite{ id = "pokemon/blastoise", description = "blastoise" }
sprite{ id = "sirenas/sirena_1", description = "sirena_1" }
sprite{ id = "sirenas/sirena_2", description = "sirena_2" }
sprite{ id = "sirenas/sirena_3", description = "sirena_3" }
sprite{ id = "sirenas/sirena_4", description = "sirena_4" }
sprite{ id = "sirenas/sirena_5", description = "sirena_5" }
sprite{ id = "sirenas/sirena_6", description = "sirena_6" }
sprite{ id = "sirenas/sirena_7", description = "sirena_7" }
sprite{ id = "sirenas/triton_1", description = "triton_1" }
sprite{ id = "sirenas/triton_2", description = "triton_2" }
sprite{ id = "sirenas/triton_3", description = "triton_3" }

music{ id = "01 - Bioshock 1 - Main Title - Going Up, Going Down  Beyond the sea", description = "01 - Bioshock 1 - Main Title - Going Up, Going Down  Beyond the sea" }
music{ id = "02 - Bioshock 1 - First Encounter - Wandering Around", description = "02 - Bioshock 1 - First Encounter - Wandering Around" }
music{ id = "Forest Elf Music - Elf Village", description = "Forest Elf Music - Elf Village" }
music{ id = "Gothic Waltz Music - Enchanted Ballroom", description = "Gothic Waltz Music - Enchanted Ballroom" }
music{ id = "Halloween Music Instrumental - Swamp Witch", description = "pantano/Halloween Music Instrumental - Swamp Witch" }
music{ id = "Medieval Music - Cobblestone Village", description = "Medieval Music - Cobblestone Village" }
music{ id = "Medieval Music - Royal Castle", description = "Medieval Music - Royal Castle" }
music{ id = "Rainforest Sound", description = "Rainforest Sound" }
music{ id = "Seagull sounds", description = "Seagull sounds" }
music{ id = "The Witcher Music Inns & Taverns_1", description = "The Witcher Music Inns & Taverns_1" }
music{ id = "agahnim", description = "Agahnim theme" }
music{ id = "barco/10 minutes of pirate ship sounds", description = "10 minutes of pirate ship sounds" }
music{ id = "barco/Ship in Heavy Sea- sound effect", description = "Ship in Heavy Sea- sound effect" }
music{ id = "beginning", description = "Beginning" }
music{ id = "boss", description = "Boss" }
music{ id = "castle", description = "Castle" }
music{ id = "castle_2", description = "castle_2" }
music{ id = "cave", description = "Cave" }
music{ id = "credits", description = "Credits" }
music{ id = "dark_mountain", description = "Dark Mountain" }
music{ id = "dark_world", description = "Dark World" }
music{ id = "dark_world_dungeon", description = "Dungeon (dark world)" }
music{ id = "dungeon_finished", description = "Dungeon finished" }
music{ id = "eagle_tower", description = "Eagle's Tower" }
music{ id = "excalibur", description = "Excalibur" }
music{ id = "fanfare", description = "Fanfare" }
music{ id = "fortune_teller", description = "Fortune Teller" }
music{ id = "game_over", description = "Selection menu & Game Over" }
music{ id = "ganon_appears", description = "Ganon appears" }
music{ id = "ganon_battle", description = "Ganon battle" }
music{ id = "ganon_theme", description = "Ganon theme" }
music{ id = "great_fairy", description = "Great Fairy" }
music{ id = "la_mountains", description = "Mountains (LA)" }
music{ id = "legend", description = "Legend" }
music{ id = "light_world_dungeon", description = "Dungeon (light world)" }
music{ id = "lost_woods", description = "Lost Woods" }
music{ id = "lunarius", description = "lunarius" }
music{ id = "mini_game", description = "Mini game" }
music{ id = "overworld", description = "Overworld" }
music{ id = "pantano/Cave ambience by Jross aka Xeltic89! enjoy!", description = "Cave ambience by Jross aka Xeltic89! enjoy!" }
music{ id = "pantano/Halloween Music Instrumental - Swamp Witch", description = "Halloween Music Instrumental - Swamp Witch" }
music{ id = "pantano/Swamp Music - Mushroom Swamp", description = "Swamp Music - Mushroom Swamp" }
music{ id = "pueblerino", description = "pueblerino" }
music{ id = "rabbit", description = "Turned into a rabbit" }
music{ id = "sanctuary", description = "Sanctuary" }
music{ id = "soldiers", description = "Soldiers" }
music{ id = "southern_shrine", description = "Southern Shrine (LA)" }
music{ id = "title_screen", description = "Title screen" }
music{ id = "tloz_dungeon", description = "Dungeon (old school)" }
music{ id = "triforce", description = "Triforce" }
music{ id = "victory", description = "Victory" }
music{ id = "village", description = "Kakariko Village" }
music{ id = "witch_hut", description = "Witch (LA)" }
music{ id = "youtube_varios/Celtic Music - Journey through the Elven Forest", description = "Celtic Music - Journey through the Elven Forest" }
music{ id = "youtube_varios/Dark Music - Catacombs", description = "Dark Music - Catacombs" }
music{ id = "youtube_varios/Gothic Winter Music - Winter Lullaby", description = "Gothic Winter Music - Winter Lullaby" }
music{ id = "youtube_varios/Gregorian Chant Music - Monks of the Monastery", description = "Gregorian Chant Music - Monks of the Monastery" }
music{ id = "youtube_varios/Sad Lullaby Music - Autumn Dolls", description = "Sad Lullaby Music - Autumn Dolls" }
music{ id = "youtube_varios/古剑奇谭 〜 Chinese RPG Music", description = "古剑奇谭 〜 Chinese RPG Music" }
music{ id = "zelda", description = "Zelda theme" }

sound{ id = "arrow_hit", description = "arrow_hit" }
sound{ id = "bomb", description = "bomb" }
sound{ id = "boomerang", description = "boomerang" }
sound{ id = "boss_charge", description = "boss_charge" }
sound{ id = "boss_fireball", description = "boss_fireball" }
sound{ id = "boss_hurt", description = "boss_hurt" }
sound{ id = "boss_killed", description = "boss_killed" }
sound{ id = "bounce", description = "bounce" }
sound{ id = "bow", description = "bow" }
